1736Y-1376000000,8
1736Y-1376100000,7
1736Y-1376200000,7
1736Y-1376300000,7
1736Y-1376400000,7
1736Y-1376500000,8
1736Y-1376600000,8
1736Y-1376700000,8
1736Y-1376800000,7
1736Y-1376900000,8
1736Y-1377000000,7
1736Y-1377100000,7
1736Y-1377200000,8
1736Y-1377300000,7
1736Y-1377400000,8
1736Y-1377500000,8
1736Y-1377600000,8
1736Y-1377700000,7
1736Y-1377800000,8
1736Y-1377900000,7
1736Y-1378000000,7
1736Y-1378100000,8
1736Y-1378200000,8
1736Y-1378300000,8
1736Y-1378400000,8
1736Y-1378500000,8
1736Y-1378600000,8
1736Y-1378700000,7
1736Y-1378800000,7
1736Y-1378900000,8
1736Y-1379000000,8
1736Y-1379100000,8
1736Y-1379200000,8
1736Y-1379300000,7
1736Y-1379400000,8
1736Y-1379500000,8
1736Y-1379600000,7
1736Y-1379700000,8
1736Y-1379800000,8
1736Y-1379900000,7
1736Y-1380000000,7
1736Y-1380100000,8
1736Y-1380200000,7
1736Y-1380300000,7
1736Y-1380400000,8
1736Y-1380500000,8
1736Y-1380600000,7
1736Y-1380700000,7
1736Y-1380800000,7
1736Y-1380900000,8
1736Y-1381000000,8
1736Y-1381100000,7
1736Y-1381200000,7
1736Y-1381300000,8
1736Y-1381400000,8
1736Y-1381500000,7
1736Y-1381600000,7
1736Y-1381700000,7
1736Y-1381800000,7
1736Y-1381900000,8
1736Y-1382000000,8
1736Y-1382100000,7
1736Y-1382200000,8
1736Y-1382300000,7
1736Y-1382400000,8
1736Y-1382500000,7
1736Y-1382600000,7
1736Y-1382700000,7
1736Y-1382800000,8
1736Y-1382900000,8
1736Y-1383000000,7
1736Y-1383100000,7
1736Y-1383200000,8
1736Y-1383300000,8
1736Y-1383400000,8
1736Y-1383500000,8
1736Y-1383600000,7
1736Y-1383700000,7
1736Y-1383800000,7
1736Y-1383900000,8
1736Y-1384000000,8
1736Y-1384100000,7
1736Y-1384200000,7
1736Y-1384300000,7
1736Y-1384400000,8
1736Y-1384500000,7
1736Y-1384600000,8
1736Y-1384700000,8
1736Y-1384800000,7
1736Y-1384900000,7
1736Y-1385000000,7
1736Y-1385100000,7
1736Y-1385200000,7
1736Y-1385300000,8
1736Y-1385400000,7
1736Y-1385500000,7
1736Y-1385600000,7
1736Y-1385700000,7
1736Y-1385900000,7
1736Y-1386000000,7
1736Y-1386100000,7
1736Y-1386200000,8
1736Y-1386300000,8
1736Y-1386400000,8
1736Y-1386500000,7
1736Y-1386600000,8
1736Y-1386700000,7
1736Y-1386800000,8
1736Y-1386900000,8
1736Y-1387000000,8
1736Y-1387100000,8
1736Y-1387200000,8
1736Y-1387300000,8
1736Y-1387400000,7
1736Y-1387500000,8
1736Y-1387600000,7
1736Y-1387700000,7
1736Y-1387800000,8
1736Y-1387900000,7
1736Y-1388000000,7
1736Y-1388100000,8
1736Y-1388200000,8
1736Y-1388300000,8
1736Y-1388400000,7
1736Y-1388500000,7
1736Y-1388600000,8
1736Y-1388700000,7
1736Y-1388800000,8
1736Y-1388900000,7
1736Y-1389000000,7
1736Y-1389100000,7
1736Y-1389200000,7
1736Y-1389300000,8
1736Y-1389400000,8
1736Y-1389500000,8
1736Y-1389600000,7
1736Y-1389700000,8
1736Y-1389800000,7
1736Y-1389900000,7
1736Y-1390000000,8
1736Y-1390100000,7
1736Y-1390200000,7
1736Y-1390300000,7
1736Y-1390400000,8
1736Y-1390500000,8
1736Y-1390600000,8
1736Y-1390700000,8
1736Y-1390800000,8
1736Y-1390900000,7
1736Y-1391000000,8
1736Y-1391100000,7
1736Y-1391200000,8
1736Y-1391300000,8
1736Y-1391400000,8
1736Y-1391500000,7
1736Y-1391600000,7
1736Y-1391700000,8
1736Y-1391800000,7
1736Y-1391900000,7
1736Y-1392000000,8
1736Y-1392100000,7
1736Y-1392200000,8
1736Y-1392300000,8
1736Y-1392400000,7
1736Y-1392500000,7
1736Y-1392600000,8
1736Y-1392700000,7
1736Y-1392800000,8
1736Y-1392900000,7
1736Y-1393000000,8
1736Y-1393100000,7
1736Y-1393200000,8
1736Y-1393300000,8
1736Y-1393400000,7
1736Y-1393500000,7
1736Y-1393600000,8
1736Y-1393700000,7
1736Y-1393800000,7
1736Y-1393900000,7
1736Y-1394000000,8
1736Y-1394100000,8
1736Y-1394200000,7
1736Y-1394300000,8
1736Y-1394400000,7
1736Y-1394500000,7
1736Y-1394600000,7
1736Y-1394700000,NA
1736Y-1394800000,7
1736Y-1394900000,7
1736Y-1395000000,8
1736Y-1395100000,8
1736Y-1395200000,7
1736Y-1395300000,8
1736Y-1395400000,7
1736Y-1395500000,7
1736Y-1395600000,7
1736Y-1395800000,7
1736Y-1395900000,8
1736Y-1396000000,8
1736Y-1396100000,8
1736Y-1396200000,7
1736Y-1396300000,8
1736Y-1396400000,8
1736Y-1396500000,8
1736Y-1396600000,8
1736Y-1396700000,7
1736Y-1396800000,7
1736Y-1396900000,7
1736Y-1397000000,8
1736Y-1397100000,7
1736Y-1397200000,8
1736Y-1397300000,8
1736Y-1397400000,8
1736Y-1397500000,7
1736Y-1397600000,7
1736Y-1397700000,7
1736Y-1397800000,8
1736Y-1397900000,8
1736Y-1398000000,8
1736Y-1398100000,8
1736Y-1398200000,7
1736Y-1398300000,7
1736Y-1398400000,7
1736Y-1398500000,8
1736Y-1398600000,7
1736Y-1398700000,7
1736Y-1398800000,7
1736Y-1399000000,8
1736Y-1399100000,8
1736Y-1399200000,8
1736Y-1399300000,8
1736Y-1399400000,7
1736Y-1399500000,8
1736Y-1399600000,7
1736Y-1399700000,7
1736Y-1399800000,7
1736Y-1399900000,7
1736Y-1400000000,7
1736Y-1400100000,7
1736Y-1400200000,8
1736Y-1400300000,7
1736Y-1400400000,8
1736Y-1400500000,7
1736Y-1400600000,8
1736Y-1400700000,7
1736Y-1401700000,7
1736Y-1401800000,8
1736Y-1402000000,7
1736Y-1402100000,7
1736Y-1402200000,7
1736Y-1402300000,7
1736Y-1402400000,7
1736Y-1402500000,7
1736Y-1402600000,7
1736Y-1402700000,8
1736Y-1402800000,NA
1736Y-1402900000,8
1736Y-1403000000,8
1736Y-1403100000,7
1736Y-1403200000,8
1736Y-1403300000,7
1736Y-1403400000,7
1736Y-1403500000,8
1736Y-1403600000,8
1736Y-1403700000,7
1736Y-1403800000,7
1736Y-1403900000,8
1736Y-1404000000,8
1736Y-1404100000,7
1736Y-1404200000,8
1736Y-1404300000,7
1736Y-1404400000,8
1736Y-1404500000,7
1736Y-1404600000,7
1736Y-1404700000,8
1736Y-1404800000,8
1736Y-1404900000,8
1736Y-1405000000,8
1736Y-1405100000,7
1736Y-1405200000,8
1736Y-1405300000,7
1736Y-1405400000,7
1736Y-1405500000,8
1736Y-1405600000,7
1736Y-1405700000,7
1736Y-1405800000,7
1736Y-1405900000,8
1736Y-1414300000,7
1736Y-1414400000,8
1736Y-1414600000,7
1736Y-1414700000,7
1736Y-1414800000,8
1736Y-1415200000,8
1736Y-1415400000,7
1736Y-1416000000,7
1736Y-1423300000,8
1736Y-1423400000,7
1736Y-1455500000,8
1736Y-1456100000,7
1736Y-1456700000,7
1736Y-1457500000,8
1736Y-1457600000,8
1736Y-1458300000,7
1736Y-1461200000,8
1736Y-1462200000,8
1736Y-1512100000,8
1736Y-1512200000,7
1736Y-1512500000,8
1736Y-1512700000,8
1736Y-1513800000,8
1736Y-1514100000,8
1736Y-1514900000,7
1736Y-1516100000,7
1736Y-1516500000,8
1736Y-1516600000,8
